text,emotions,emotion_encoded,cleaned_text
i had to be transgender and this very brainwashing attempt is now making me feel so horrible as though im trying to deceive physicians here in germany into believing that i am intersex,sadness,4,transgender brainwashing attempt making feel horrible though im trying deceive physicians germany believing intersex
i have that overwhelming feeling of not being good enough recently,joy,2,overwhelming feeling good enough recently
im not going to lie some days i feel uber supportive and other days i feel uber frustrated,love,3,im going lie days feel uber supportive days feel uber frustrated
i don t want to feel the way i did with you that passionate connection when we were no longer a separate two,joy,2,want feel way passionate connection longer separate two
i feel pleased about this issue there are a lot of beautiful pieces in it for example maggie lees poem titled a href http vol,joy,2,feel pleased issue lot beautiful pieces example maggie lees poem titled href http vol
i was going to feel worthless around skinny people while i m humungous,sadness,4,going feel worthless around skinny people humungous
i feel overwhelmed or a little blue usually around that time of the month but i manage those feelings well,fear,1,feel overwhelmed little blue usually around time month manage feelings well
i feel like federer is more talented player for sure,joy,2,feel like federer talented player sure
i choose to do and most importantly someone i can vent or just explain how im feeling at the moment whether bummed out ecstatic or anything in between,joy,2,choose importantly someone vent explain im feeling moment whether bummed ecstatic anything
i will definitely be passing on my thanks to these wonderfully gifted people but words alone are difficult to express their awesomness and the feeling of safety when they are caring for us,love,3,definitely passing thanks wonderfully gifted people words alone difficult express awesomness feeling safety caring us
i dont know what guys could be doing doused in pain unless he brought a freind into it asasoulawakens i feeli am pretty loyal as part as shoots go,love,3,dont know guys could doused pain unless brought freind asasoulawakens feeli pretty loyal part shoots go
i feel awkward around them rather then loved i can feel them not wanting to be near me so i let them go i no longer ask for hugs or for comfort,sadness,4,feel awkward around rather loved feel wanting near let go longer ask hugs comfort
i just really feel content and really don t feel the ne,joy,2,really feel content really feel ne
i think and feel its funny its sad its weird but more than any of that its the truth,surprise,5,think feel funny sad weird truth
i just know that im feeling so hot now,love,3,know im feeling hot
i was feeling lethargic hahaha,sadness,4,feeling lethargic hahaha
i am designing games it really makes me feel excited,joy,2,designing games really makes feel excited
i did however feel amused that she also called famous last words cathartic i think she s one of those people who secretly likes mychem but can t admit it for fear of damaging her music cred,joy,2,however feel amused also called famous last words cathartic think one people secretly likes mychem admit fear damaging music cred
